Index,Rate_Grow_Fb,Rate_Grow_Fd,Rate_Grow_Fg,HSC_P_Grow_Fb,Opt_T_Grow_Fb,Rate_Settling_ON,Rate_Releasing_NH3,Rate_Denitrification_NOx,Rate_Settling_OP,Rate_Releasing_PO4
L17,0.26590303,0.7528337,0.6682812,0.005513529,28.643423,0.054412275552749634,0.007004978600889444,0.08606626838445663,0.04614226147532463,0.0029879307840019464
L18,0.45939443,0.90170443,0.78946704,0.0031458822,28.909803,0.017808299511671066,0.004199311602860689,0.05776510760188103,0.07350769639015198,0.0009369270992465317
L19,0.35543784,0.734852,1.0105244,0.007596453,28.715551,0.04725288599729538,0.005850949790328741,0.03407074511051178,0.020987970754504204,0.0009630603017285466
L20,0.41565746,0.9431068,0.7793058,0.002788926,29.120033,0.016493219882249832,0.0054297056049108505,0.048253972083330154,0.07944096624851227,0.0006878340500406921
L22,0.33284456,0.7870484,0.69032735,0.00527792,28.659445,0.056193750351667404,0.006185977719724178,0.07966400682926178,0.03049662709236145,0.001965995179489255
L23,0.6876815,1.6530999,0.9598396,0.0031129431,28.146324,0.051660049706697464,0.006751080043613911,0.05860092490911484,0.023967638611793518,0.0009480688604526222
L25,0.3687931,1.6336043,0.68793285,0.0045113293,27.885534,0.02968406304717064,0.004572903737425804,0.053116969764232635,0.06902672350406647,0.0026871294248849154
L26,0.28622082,0.8423565,0.63272107,0.006639227,28.763279,0.032496798783540726,0.005165036767721176,0.029798630625009537,0.039994604885578156,0.0025290879420936108
L28,0.60208374,1.350116,0.94120693,0.0028908683,28.795082,0.03542529419064522,0.006687331013381481,0.06427440792322159,0.09048183262348175,0.0003630112041719258
L29,0.35659102,0.87928426,0.7635927,0.0034779909,28.666569,0.031982097774744034,0.005809428170323372,0.05182652920484543,0.0492243692278862,0.0025266106240451336
L30,0.43124506,1.1626519,0.9034677,0.0027010113,28.790436,0.04655963554978371,0.005536093842238188,0.08500689268112183,0.035658009350299835,0.002776008564978838
L31,0.35805336,0.8161383,1.144237,0.0044673923,28.60033,0.013382213190197945,0.00742764538154006,0.049800384789705276,0.020926589146256447,0.000369514396879822
L32,0.28549823,0.73528457,0.66668886,0.006739304,28.407646,0.05490591377019882,0.004048213362693787,0.06840243935585022,0.04811985045671463,0.0019876332953572273
L34,0.48926634,1.4581977,0.88703805,0.005917243,27.536823,0.037942469120025635,0.005258838180452585,0.07349859923124313,0.03391018137335777,0.004351133946329355
L37,0.48063365,1.1627858,0.9063229,0.005592036,27.952036,0.06956492364406586,0.0017335230950266123,0.09394214302301407,0.06954995542764664,0.0002534129598643631
L38,0.5658895,1.0677618,0.8824574,0.0071066613,29.323648,0.0475495308637619,0.005177833139896393,0.08962029218673706,0.05894676595926285,0.004396906588226557
L39,0.44470674,0.8195517,0.7673821,0.0038702483,28.970774,0.012661236338317394,0.007267015520483255,0.06570660322904587,0.02470250055193901,0.0017455999040976167
L41,0.36604345,1.0030396,0.8559463,0.006844677,28.538244,0.06404685974121094,0.006859482731670141,0.0793667584657669,0.0694301575422287,0.00027145264903083444
L42,0.35735083,1.1315943,0.7032241,0.0066774637,28.611336,0.060554783791303635,0.006550540216267109,0.07919107377529144,0.033007457852363586,0.002475177636370063
L43,0.4135444,0.9663362,0.6568498,0.0061037657,28.531107,0.02329101786017418,0.006991940550506115,0.06079332157969475,0.06976963579654694,0.0002847372670657933
L44,0.4657301,0.78222257,0.8815273,0.0050884136,28.185616,0.0229266919195652,0.006997416261583567,0.04300077259540558,0.07155338674783707,0.00032029562862589955
L45,0.42612612,0.9727317,0.91001785,0.0028694482,28.383244,0.056762196123600006,0.003991014324128628,0.07668465375900269,0.028447460383176804,0.0014791995054110885
L47,0.48195,1.5960258,0.8356612,0.0071287793,29.33662,0.023809438571333885,0.006605363450944424,0.06631342321634293,0.01788269355893135,0.0008540701237507164
L48,0.32037288,1.2425523,0.6784913,0.0063684233,27.87078,0.04631713777780533,0.004649973474442959,0.08293086290359497,0.05677175521850586,0.002954458352178335
L51,0.39044836,1.2814043,0.80031705,0.0032689262,28.778334,0.02724752388894558,0.005625746212899685,0.06752824038267136,0.03143153339624405,0.0023326354566961527
L52,0.39265308,1.1116676,0.8524715,0.0042722803,28.586521,0.02378084883093834,0.007656513247638941,0.058648936450481415,0.01974957250058651,0.0018529031658545136
L53,0.67148477,0.9914091,1.1111814,0.004525156,28.324617,0.03374337777495384,0.006852571852505207,0.07966259121894836,0.08454424142837524,0.00036615104181692004
L54,0.44861636,0.9075849,0.96478003,0.0029996883,28.742298,0.022222626954317093,0.00712775532156229,0.042257118970155716,0.04006033018231392,0.0003870892687700689
L55,0.63004535,1.4220899,0.86781776,0.002944984,28.4806,0.04291517691065868,0.00570855619298527,0.0672122317191679,0.03896312876410472,0.001795796684443
L58,0.3742847,1.0329033,0.67017335,0.0057458947,28.575977,0.04185472056269646,0.0065384795889258385,0.06896313279867172,0.013051649555563927,0.0010021287016570568
L59,0.3858729,0.7819103,0.6581903,0.006501639,28.799015,0.04157273843884468,0.005135348532348871,0.0760040432214737,0.023295296356081963,0.0009716184576973319
L60,0.53907096,1.6157631,0.9242812,0.0074616056,27.716381,0.05890829116106033,0.0057480959221720695,0.07249327003955841,0.019123835489153862,0.004224612843245268
L62,0.34703678,0.7305044,0.64119774,0.006673752,28.594753,0.06544028222560883,0.006571917328983545,0.05371210724115372,0.04174267128109932,0.002869964810088277
L64,0.31468332,0.72858024,1.0731374,0.00612535,28.457464,0.04959848150610924,0.0032859654165804386,0.07069028913974762,0.024681000038981438,0.0014676033752039075
L65,0.33076814,0.84494156,1.190329,0.0065111755,28.428305,0.041711822152137756,0.006520123686641455,0.058900147676467896,0.024490151554346085,0.0006669183494523168
L66,0.30332658,0.7481985,0.6479044,0.006569865,28.54586,0.049944985657930374,0.00508902408182621,0.0337623730301857,0.05252755805850029,0.0033011934719979763
L67,0.5296595,1.0538579,0.8059545,0.004993416,29.21438,0.031945373862981796,0.005216147750616074,0.07041564583778381,0.048938244581222534,0.002337520709261298
L68,0.402978,1.0037526,0.84629315,0.004126283,29.074621,0.05557877570390701,0.006858734879642725,0.08997846394777298,0.04543590545654297,0.003724840935319662
L69,0.5923649,0.93768317,0.7370921,0.00501369,28.014805,0.04455076903104782,0.006233421619981527,0.06129669398069382,0.02756403014063835,0.0005509363254532218
L73,0.416805,0.96065557,0.6545375,0.005720538,28.131752,0.04256178066134453,0.006276472471654415,0.07000706344842911,0.013249769806861877,0.0009353767964057624
L75,0.3641333,0.90157926,0.9282731,0.0046480866,28.852299,0.044178176671266556,0.0052782814018428326,0.05719699338078499,0.017134737223386765,0.0015357474330812693
L77,0.5775745,1.1644542,0.98770237,0.003622051,28.31664,0.05367486551403999,0.003767902497202158,0.08358580619096756,0.07421724498271942,0.00029211395303718746
L78,0.38450485,0.96920973,0.6378568,0.0064169993,28.660744,0.04373205825686455,0.0037840965669602156,0.081172414124012,0.03634239360690117,0.0029437136836349964
L81,0.39443973,1.063368,0.98487216,0.0027617195,28.535639,0.05428438261151314,0.00363886053673923,0.09343649446964264,0.017278995364904404,0.0004271116922609508
L82,0.4606117,0.84085435,0.9584407,0.003316111,28.41108,0.03206611052155495,0.007233237382024527,0.06490104645490646,0.08662417531013489,0.0017933992203325033
L83,0.39460585,0.9784697,0.6959509,0.004684906,28.518682,0.047441013157367706,0.004549459554255009,0.08107615262269974,0.03605623170733452,0.00201854994520545
L84,0.28220823,0.75439715,0.65025556,0.006365559,28.566868,0.046310387551784515,0.007038393523544073,0.06864678859710693,0.04833041876554489,0.003118921769782901
L85,0.3525841,0.73088,0.6403563,0.0065997485,28.335093,0.029289597645401955,0.006489910185337067,0.07109184563159943,0.05124344304203987,0.0002705371007323265
L86,0.3169206,0.7445929,0.65255374,0.0066879424,28.302359,0.06775444000959396,0.004098660312592983,0.06610487401485443,0.015387232415378094,0.001312397187575698
L87,0.76347405,1.5247328,0.9944113,0.003358248,26.870554,0.05035910755395889,0.006041270215064287,0.07515566051006317,0.020654594525694847,0.004172140266746283
L88,0.52078426,1.1929935,0.90328896,0.006830802,28.55356,0.07579609006643295,0.0020540794357657433,0.09410412609577179,0.063582643866539,0.0002566849288996309
L91,0.36284378,1.0375328,0.7040117,0.0069353282,27.744991,0.042441967874765396,0.005506444722414017,0.06411294639110565,0.03383602201938629,0.00190109817776829
L93,0.26118192,0.8090611,1.0072205,0.0061915983,28.468178,0.05343564227223396,0.00814669020473957,0.016570553183555603,0.013730180449783802,0.0008480643155053258
L95,0.31567088,0.7626377,0.9480744,0.0057867155,28.407274,0.03279499337077141,0.007590053137391806,0.06414975970983505,0.016383372247219086,0.0015332461334764957
L97,0.41591656,0.81081736,1.0496924,0.005896007,28.777905,0.05096042901277542,0.006220153067260981,0.06735052168369293,0.015887390822172165,0.0008445829153060913
L103,0.31136465,0.75587773,0.64835346,0.006723459,28.38621,0.04346873611211777,0.004744220059365034,0.05047407001256943,0.024500539526343346,0.003215250326320529
L104,0.4927434,0.96876407,0.8527526,0.0045083934,28.666052,0.029382649809122086,0.003541804850101471,0.055407263338565826,0.024410877376794815,0.00039797736098989844
L105,0.42863703,1.1349652,0.79915726,0.0033317816,28.788082,0.020854845643043518,0.006330454256385565,0.08873642981052399,0.01880366913974285,0.001903840689919889
L106,0.5220983,1.5882299,0.8954585,0.002527646,28.05225,0.05534932017326355,0.006067188922315836,0.08177600800991058,0.036001525819301605,0.00034515245351940393
L107,0.44880247,0.910016,0.7136743,0.0031070586,28.576748,0.03778763860464096,0.0065477811731398106,0.060575880110263824,0.022303087636828423,0.0012331566540524364
L108,0.44772187,0.96495754,0.8265026,0.0028060873,28.500622,0.026386866346001625,0.005815010983496904,0.08005125820636749,0.022629916667938232,0.0011911120964214206
L109,0.35181597,0.73105866,0.65281445,0.0068308255,27.834478,0.04988913983106613,0.00755868386477232,0.04482434317469597,0.03437059372663498,0.0019484959775581956
L111,0.3341816,0.73744524,0.6378593,0.0064546433,28.506804,0.0629803016781807,0.005474059842526913,0.06754039973020554,0.0224759541451931,0.001960897585377097
L113,0.4609466,0.9786032,0.8512091,0.002819755,28.87901,0.06759442389011383,0.005333571694791317,0.08713598549365997,0.01621297374367714,0.0004553516046144068
L114,0.31752005,0.75590354,0.6705177,0.0059190313,28.457577,0.04981743171811104,0.005153955891728401,0.08828915655612946,0.014654586091637611,0.0007215534569695592
L115,0.41848296,0.83158004,0.81407344,0.004999563,28.624859,0.03250677138566971,0.0072604939341545105,0.07836240530014038,0.019461456686258316,0.001246136613190174
L117,0.5226886,1.6213226,0.953454,0.003579942,28.456291,0.026204774156212807,0.006331137381494045,0.08780007809400558,0.018922435119748116,0.0015132974367588758
L119,0.5056049,1.1725725,0.7546847,0.00547688,28.098646,0.0756094679236412,0.004934028722345829,0.05269751697778702,0.06330817937850952,0.003928773105144501
L120,0.38173312,1.5679404,0.7980739,0.0034745925,28.527231,0.047769732773303986,0.0038647656328976154,0.08604500442743301,0.060289155691862106,0.0030685923993587494
L121,0.47934237,1.3066105,0.69497806,0.00602624,28.621603,0.02947818674147129,0.005134462844580412,0.057453591376543045,0.05827992036938667,0.00030184531351551414
L123,0.3920451,0.7563823,0.72366774,0.0065365857,28.641596,0.02940654754638672,0.007297665812075138,0.04983634874224663,0.02258067950606346,0.0018820440163835883
L124,0.3266463,0.7658001,0.7298946,0.0066547883,28.501759,0.016549933701753616,0.0027664026711136103,0.04696942865848541,0.015806294977664948,0.0024322629906237125
L125,0.65677804,0.87944496,0.81917226,0.0034658955,28.581255,0.01492304541170597,0.008099409751594067,0.05100812762975693,0.02160630188882351,0.000946683925576508
L126,0.39712176,1.2755784,0.6830588,0.0067110057,28.20126,0.06246926262974739,0.004667258821427822,0.08908829838037491,0.012470568530261517,0.002767855767160654
L127,0.28343686,0.7468599,0.66630524,0.006791383,28.23038,0.046000849455595016,0.007483314722776413,0.06426937878131866,0.06222609430551529,0.0031141049694269896
L129,0.533987,1.662182,0.8516303,0.004293592,29.12072,0.03776092454791069,0.004959724843502045,0.08378005772829056,0.05838419124484062,0.0029285724740475416
L131,0.43757808,1.4347407,0.77626866,0.005787992,28.07777,0.056382130831480026,0.006121061742305756,0.07727322727441788,0.016309402883052826,0.0020999028347432613
L132,0.59308016,1.6783254,0.942979,0.004444997,27.655891,0.04136497527360916,0.006864757742732763,0.06837920844554901,0.054562460631132126,0.00211308803409338
L133,0.5098347,1.6235251,1.072955,0.0070197675,28.156582,0.053436607122421265,0.005513347685337067,0.07077620178461075,0.07170842587947845,0.0023741740733385086
L134,0.32735962,0.7731981,1.0949479,0.006014259,28.59833,0.058197151869535446,0.002655177842825651,0.07425804436206818,0.01763509027659893,0.0005393171450123191
L135,0.52490693,1.3286893,0.8181933,0.002618361,28.817831,0.03558237478137016,0.0042550633661448956,0.060398928821086884,0.0543624572455883,0.0036331252194941044
L136,0.52818954,0.9479717,1.0477138,0.0027800775,27.816448,0.05474855378270149,0.003908724524080753,0.09052987396717072,0.023176515474915504,0.0036963955499231815
L137,0.30968812,0.7519661,1.0245596,0.005958415,28.681389,0.06617018580436707,0.00453160610049963,0.015249471180140972,0.01725047267973423,0.001251619658432901
L140,0.44055805,0.78583646,1.1661587,0.006488532,28.463987,0.012847976759076118,0.006744647864252329,0.06632636487483978,0.07957674562931061,0.00027924036839976907
L141,0.40442833,0.7633386,1.157388,0.0068529635,28.561144,0.04508582130074501,0.0065221041440963745,0.07983182370662689,0.02746288850903511,0.0016599551308900118
L142,0.46623483,0.9454378,0.7159703,0.005227297,28.156782,0.03934764117002487,0.005078945308923721,0.07424251735210419,0.054169557988643646,0.00025931562413461506
